ID_inmersion,Profundidad_maxima_m,Tiempo_fondo_min,Temperatura_agua_C,Consumo_aire_bar,Ritmo_cardiaco_bpm,Nivel_experiencia,Condiciones_mar,Tipo_gas,Paradas_seguridad,Ascenso_controlado,Inmersion_segura
775,200.0,63.28893651253354,2.076966326988522,200.95299757684418,113.97774715618851,Avanzado,Moderado,Nitrox,Sí,Sí,No
776,80.0,35.46012546307982,12.74814763036601,196.6656135200406,167.21357000224765,Intermedio,Calmado,Trimix,Sí,No,No
777,200.0,73.5838219590137,8.831066158462292,134.97039679569576,134.48477590845158,Intermedio,Moderado,Nitrox,No,Sí,No
778,60.0,62.846778413946694,21.614901898913732,162.3944812913302,155.8425017869111,Principiante,Moderado,Aire,Sí,Sí,No
779,60.0,57.054626844966265,18.457726250387566,135.29838008285626,155.41076803161639,Intermedio,Moderado,Aire,Sí,Sí,No
780,40.0,84.62827670419638,15.54949629283058,143.5235584801985,81.79456785684918,Principiante,Moderado,Aire,No,Sí,No
781,200.0,47.877567092517026,8.377109851025793,206.92596246510527,92.62537827926134,Intermedio,Moderado,Nitrox,No,No,No
782,150.0,61.41613656090067,22.93779934732329,167.28919656331823,145.9629366394742,Avanzado,Calmado,Trimix,No,Sí,No
783,100.0,71.8585122896078,3.0373155760674333,173.5358101842661,96.16198112858714,Intermedio,Calmado,Trimix,Sí,Sí,Sí
784,80.0,77.78830654043264,4.517754769619648,137.8445965227772,105.54933446556046,Intermedio,Calmado,Aire,Sí,Sí,No
785,50.0,57.56080847677035,11.007493232428189,151.2271786048796,174.6637954199607,Principiante,Calmado,Nitrox,Sí,No,No
786,150.0,80.52548490112258,4.862063817827696,143.024616842787,136.01822583749117,Intermedio,Moderado,Nitrox,Sí,Sí,No
787,150.0,76.13506447892385,23.997561043866774,140.61861645184263,155.07295069993472,Intermedio,Moderado,Nitrox,Sí,Sí,No
788,60.0,33.97415867111195,20.353754409297817,183.796079331597,135.79807387826398,Avanzado,Calmado,Nitrox,Sí,Sí,Sí
789,200.0,32.75167598427798,7.956600986841714,145.68838476457148,135.2513614782725,Principiante,Agitado,Nitrox,No,Sí,No
790,40.0,67.24834106532548,15.536747266384644,183.20154860204184,89.41519101256979,Avanzado,Calmado,Nitrox,Sí,Sí,Sí
791,40.0,50.844804493524855,24.593601846841878,125.84546141085539,114.3663192609103,Avanzado,Moderado,Aire,Sí,No,No
792,80.0,42.54784746471085,22.336576497024566,134.1774393527102,108.24308986865117,Intermedio,Moderado,Trimix,Sí,Sí,Sí
793,60.0,64.77899606830431,15.818364268170555,147.45402540001254,119.07283656136133,Avanzado,Calmado,Aire,Sí,Sí,No
794,150.0,50.4937926273927,22.78565124503122,179.70469168956916,159.83441882243284,Intermedio,Calmado,Nitrox,Sí,Sí,No
795,100.0,62.2358050028442,24.751252925707256,187.5841245087376,117.19326679168648,Avanzado,Moderado,Nitrox,Sí,Sí,Sí
796,60.0,57.60714953901432,19.097114926553356,164.27169667795272,125.16968192316827,Intermedio,Calmado,Nitrox,Sí,Sí,Sí
797,80.0,65.08596635694923,3.4946874181065626,164.57909145772288,119.73813904853165,Intermedio,Agitado,Trimix,No,No,No
798,80.0,54.018029334616884,11.23634543778621,192.4516851398618,89.34079719752955,Intermedio,Moderado,Trimix,Sí,Sí,Sí
799,60.0,71.8600544218159,21.269991911514644,121.58210917655825,124.10721582507837,Intermedio,Agitado,Trimix,No,Sí,No
800,80.0,40.804036340957914,7.303091503515437,154.10900244742206,99.5609273044515,Intermedio,Calmado,Nitrox,Sí,Sí,Sí
801,60.0,71.79008797362474,21.104777908264367,201.87070571192328,98.67232957730414,Intermedio,Moderado,Trimix,Sí,Sí,No
802,50.0,54.69967286145169,4.767791526804906,180.32194102133724,89.40361044342663,Principiante,Moderado,Nitrox,Sí,Sí,Sí
803,60.0,82.45905629126503,3.079743214399699,153.72271327554205,115.66709741417648,Avanzado,Moderado,Trimix,Sí,Sí,Sí
804,200.0,60.91416329185265,10.83408406429874,210.55247923296739,155.74818847894176,Avanzado,Calmado,Nitrox,Sí,Sí,No
805,60.0,88.38662095620626,2.8448345608121133,197.26227274493826,107.6441690583396,Intermedio,Moderado,Trimix,Sí,Sí,Sí
806,80.0,66.11612373245761,24.01721604861649,146.48954472367333,111.23491018855135,Principiante,Moderado,Trimix,No,Sí,No
807,200.0,43.43094395437923,21.002731003261214,184.5289837525717,144.26746576724236,Avanzado,Moderado,Trimix,No,Sí,No
808,80.0,79.30743821066696,20.417702803987126,179.57507281889568,99.5840812586919,Avanzado,Calmado,Aire,Sí,Sí,No
809,40.0,50.7049576693432,16.48489222891152,160.11879140389829,169.69579304235344,Avanzado,Agitado,Aire,No,No,No
810,40.0,50.85715286896101,6.975452529840731,156.69560792048006,132.01905232515543,Intermedio,Calmado,Trimix,Sí,Sí,Sí
811,200.0,31.908280889109907,13.91998843355702,154.3560474775704,124.7602940320217,Intermedio,Agitado,Aire,No,Sí,No
812,50.0,62.922918552444514,15.737303665897844,181.71557833956467,135.78201919292013,Principiante,Agitado,Trimix,Sí,Sí,Sí
813,40.0,62.06541022395138,14.075724519786167,164.24099364806693,96.60343134161954,Principiante,Agitado,Nitrox,Sí,Sí,Sí
814,60.0,51.35948905631916,7.985367462885128,203.18631132514219,141.34731386391763,Avanzado,Moderado,Nitrox,No,Sí,No
815,80.0,83.65303577375555,13.850702259238695,186.9602616133962,116.31007366340104,Avanzado,Moderado,Trimix,Sí,Sí,Sí
816,40.0,37.724903897978635,13.29728583997841,126.99316057094342,169.7186340964619,Intermedio,Agitado,Nitrox,No,Sí,No
817,40.0,49.80597079860932,24.915722843554658,184.0168223828166,96.88542066776861,Avanzado,Calmado,Nitrox,Sí,Sí,Sí
818,50.0,49.29496588080174,22.641031405062687,147.11474365001848,130.7051103865441,Intermedio,Moderado,Nitrox,Sí,Sí,Sí
819,200.0,35.53743517372477,12.657757208959259,179.2811991653423,139.8112629369018,Intermedio,Moderado,Aire,Sí,Sí,No
820,200.0,58.86872364337759,16.32755980750773,188.01319311034513,83.33836017863813,Intermedio,Moderado,Trimix,Sí,No,No
821,150.0,71.26708302576498,19.201046894121255,143.0829189154012,116.36931247561402,Avanzado,Calmado,Aire,Sí,Sí,No
822,50.0,60.69942081283567,2.801898685377973,165.68586448803686,153.26352347008327,Principiante,Moderado,Trimix,No,Sí,No
823,60.0,39.41866096297162,22.58319314824032,139.03248628190678,162.03775074489732,Avanzado,Agitado,Trimix,Sí,Sí,No
824,200.0,52.63715791452435,21.782916777612247,125.23388757865084,111.31619948172823,Avanzado,Calmado,Aire,No,Sí,No
825,80.0,30.155701463018794,12.520938248795268,157.8476423485869,159.8593272382751,Principiante,Agitado,Trimix,No,Sí,No
826,50.0,82.09806642213522,10.996904619848735,156.29442718459921,176.77558771033887,Intermedio,Calmado,Nitrox,Sí,Sí,Sí
827,40.0,35.07102046084091,8.278065621695244,219.5480490704257,165.68739360750942,Avanzado,Calmado,Aire,No,No,No
828,80.0,65.83668493532583,12.963567051598472,164.63523511976422,91.76439881593252,Intermedio,Calmado,Trimix,No,No,No
829,80.0,89.1754197520089,3.0206632612644455,153.35695494722003,153.97303320855406,Avanzado,Calmado,Aire,No,Sí,No
830,40.0,62.19543875923995,21.600451266981178,178.04750067166748,111.96668324405448,Avanzado,Agitado,Aire,No,Sí,No
831,50.0,85.44250554644599,2.8147144736265366,128.87673941077685,178.84159894120765,Intermedio,Calmado,Nitrox,No,No,No
832,40.0,44.166991987044256,9.568181403507033,216.16657359548134,128.5358983159887,Intermedio,Moderado,Nitrox,Sí,Sí,No
833,150.0,75.59732453625514,23.426558231336767,183.4960045591033,92.2433898358941,Avanzado,Calmado,Nitrox,Sí,No,No
834,80.0,61.875945238412044,18.909891054039413,195.48378199408478,152.51855480273906,Avanzado,Moderado,Trimix,No,Sí,No
835,100.0,73.23096368348789,8.471992093283117,137.04779381739175,112.30111983862139,Principiante,Moderado,Nitrox,Sí,Sí,Sí
836,100.0,33.74048175067449,7.810929161100357,160.9477853005204,179.70781570816615,Principiante,Calmado,Nitrox,Sí,Sí,Sí
837,60.0,38.8643455143736,2.1168892158145973,162.26891133961897,177.9782457854522,Intermedio,Calmado,Aire,Sí,Sí,No
838,200.0,37.987015715248695,18.001428735544255,202.18064439010868,145.61340180205806,Avanzado,Agitado,Aire,No,Sí,No
839,40.0,71.22993032419987,3.1220223784829813,120.12366797594095,92.98264489517176,Avanzado,Calmado,Aire,Sí,Sí,Sí
840,40.0,80.66644035801772,14.249857946217528,150.08531083532552,148.68609976750292,Avanzado,Moderado,Aire,No,Sí,No
841,60.0,74.97697392051523,24.128805369617144,218.1236374344304,89.30304864600272,Principiante,Calmado,Nitrox,Sí,Sí,No
842,60.0,31.82832916401565,4.517783781252439,167.48865435062186,82.93641591023923,Intermedio,Moderado,Aire,Sí,Sí,No
843,60.0,82.0328988644834,22.57303841226555,158.25262802440082,162.2958446221486,Avanzado,Calmado,Aire,Sí,Sí,No
844,80.0,51.248800247587525,24.803932708336106,131.98290020176464,100.97529476836814,Principiante,Moderado,Aire,Sí,Sí,No
845,150.0,53.82982995024495,3.414891603502406,217.41646286280155,117.90271262190974,Intermedio,Calmado,Trimix,Sí,Sí,No
846,40.0,36.292149991948854,22.30684419016161,122.00263559258245,177.34573899761733,Principiante,Agitado,Trimix,No,Sí,No
847,80.0,74.24431236562916,13.869817470203182,193.71802250072432,113.68405018611033,Avanzado,Calmado,Nitrox,No,No,No
848,60.0,40.93703270855748,22.84981554722534,196.85998047885084,109.64897812833152,Avanzado,Moderado,Trimix,Sí,No,No
849,40.0,63.83790552113018,15.140335664150204,144.36567160638666,171.82079996227753,Intermedio,Moderado,Trimix,Sí,Sí,Sí
850,80.0,80.44259915267587,17.228576232450987,187.15584436130374,91.0748445318958,Intermedio,Calmado,Nitrox,No,Sí,No
851,150.0,35.352259722723375,14.506914883940183,129.292914437939,155.95824101146317,Avanzado,Moderado,Aire,No,Sí,No
852,80.0,62.12013384093141,21.883336247069014,145.70472664320798,178.8065566652774,Avanzado,Calmado,Trimix,Sí,No,No
853,150.0,43.992984692988074,18.87992813593514,198.79019882922648,170.12960107746488,Principiante,Agitado,Trimix,Sí,Sí,No
854,60.0,50.575611856695616,13.988987180149543,206.46861920335402,145.1667918706426,Intermedio,Agitado,Nitrox,Sí,Sí,No
855,150.0,58.43819648583337,21.96769849318558,180.84864126597913,111.4060794992732,Intermedio,Agitado,Trimix,No,Sí,No
856,40.0,51.306258196758286,7.6415672418726945,170.68384318204826,105.43219811783167,Avanzado,Calmado,Nitrox,Sí,Sí,Sí
857,60.0,68.92937041749457,5.618835173158097,135.93040206189804,161.9255104871461,Intermedio,Moderado,Trimix,Sí,Sí,Sí
858,40.0,58.77492610525501,5.689202422591658,126.31090330791501,167.98219139516954,Principiante,Moderado,Trimix,Sí,Sí,Sí
859,100.0,65.05196908285015,9.682204211140471,131.76490284735587,132.5434912545693,Avanzado,Agitado,Aire,No,No,No
860,50.0,74.20934852369477,7.4898707199234025,142.73573000960988,104.4339940786466,Avanzado,Moderado,Trimix,Sí,No,No
861,150.0,63.46453595702624,23.39207806172399,154.1674501896921,91.29432084111735,Principiante,Agitado,Nitrox,Sí,Sí,No
862,50.0,65.19212607964555,4.434184158057432,158.09095255109872,88.71794678318312,Avanzado,Moderado,Nitrox,Sí,Sí,Sí
863,50.0,63.86751255135847,18.076786974910515,154.63217685890035,151.90774473538556,Principiante,Moderado,Trimix,Sí,Sí,Sí
864,150.0,52.726357557077364,6.352095415055135,143.90553321972655,122.01187278477249,Intermedio,Calmado,Aire,Sí,Sí,No
865,60.0,50.24681003231508,22.277654053718052,170.9724246751698,170.53598742778703,Intermedio,Moderado,Nitrox,No,Sí,No
866,100.0,83.97884382870075,24.110251628252872,202.52861082328968,153.96713007267635,Avanzado,Moderado,Aire,No,Sí,No
867,40.0,66.45331333761436,12.705810201709623,147.97035384714792,99.12604179145868,Intermedio,Moderado,Nitrox,No,Sí,No
868,80.0,44.66118932787927,22.21864404524703,214.2387019102233,141.3777418815699,Avanzado,Moderado,Nitrox,No,Sí,No
869,40.0,59.89486187093641,2.1183389273584394,207.33366617238477,123.55054543981593,Avanzado,Moderado,Trimix,Sí,Sí,No
870,80.0,49.820908876854844,20.858779100386304,136.17642113521097,137.72497307686132,Avanzado,Calmado,Aire,No,Sí,No
871,40.0,86.02150942559248,7.258378715073241,198.62759567570944,153.8069123338517,Avanzado,Moderado,Nitrox,Sí,Sí,Sí
872,150.0,30.452061788044485,22.900130113195463,177.45873823177666,160.61958810037908,Avanzado,Moderado,Aire,Sí,No,No
873,100.0,43.51996786275169,2.0257625640425183,176.65753621714185,164.37373264067242,Principiante,Moderado,Trimix,No,No,No
874,80.0,51.92140918044346,14.792179905914411,159.10427630581745,105.39748745720247,Intermedio,Calmado,Trimix,Sí,No,No
875,200.0,59.26858804852428,19.402623487053496,170.11529991820098,83.11155999173577,Avanzado,Calmado,Trimix,Sí,Sí,No
876,60.0,81.04905107016877,7.949831606051884,159.7178777429211,153.92947351647732,Principiante,Calmado,Trimix,Sí,Sí,Sí
877,40.0,35.27325747240863,6.442055885507741,173.9732618759943,90.63437262557746,Avanzado,Moderado,Trimix,Sí,Sí,Sí
878,40.0,78.35189320446861,3.934259162763647,182.79500527726358,111.49195886129677,Avanzado,Calmado,Aire,Sí,No,No
879,80.0,33.33920936141852,9.507972259575737,187.43038064090484,80.38171341243472,Principiante,Moderado,Aire,No,Sí,No
880,60.0,80.5388421178909,14.876419183103078,173.2481192559426,148.16694824016201,Avanzado,Agitado,Nitrox,No,Sí,No
881,60.0,33.09812867247077,4.664408705945926,192.14220673287318,96.71320114712212,Intermedio,Calmado,Trimix,Sí,Sí,Sí
882,150.0,31.094548885701663,10.66399332569637,134.12780492755059,145.52824096916584,Intermedio,Moderado,Trimix,Sí,Sí,No
883,200.0,71.8176877419853,2.2086653070126743,141.19824909022384,179.1742617167839,Principiante,Moderado,Aire,Sí,Sí,No
884,150.0,89.83533208610366,20.82962667149636,201.873500407427,87.26708716100163,Principiante,Agitado,Trimix,No,Sí,No
885,150.0,83.79661577844125,4.954320516143401,152.25279778464153,87.70780119514608,Avanzado,Moderado,Nitrox,Sí,Sí,No
886,150.0,64.55990506833959,8.516887810108376,122.28938249761202,114.03800926666749,Avanzado,Moderado,Nitrox,Sí,Sí,No
887,150.0,85.0437367851319,2.423837530979002,135.37911496680312,166.63865142513419,Avanzado,Agitado,Aire,Sí,No,No
888,150.0,30.318000383856326,11.941538029527782,142.3614434496311,101.55298687913319,Intermedio,Moderado,Aire,Sí,Sí,No
889,100.0,88.50402977670855,21.32279456304803,215.73228878945872,116.03778199303476,Principiante,Agitado,Nitrox,Sí,Sí,No
890,60.0,59.444926755527064,11.019477863239523,177.30414289308493,86.85054066269795,Avanzado,Calmado,Nitrox,No,Sí,No
891,150.0,73.37376579730653,6.1284384387481685,213.27307404762547,156.31552912588893,Intermedio,Agitado,Aire,Sí,No,No
892,60.0,79.25168838920115,19.335073183161942,177.5163350496625,120.8306342759451,Avanzado,Moderado,Nitrox,Sí,Sí,Sí
893,60.0,73.10743625019322,20.14256058302712,167.93544401378517,155.9248733060843,Avanzado,Moderado,Trimix,Sí,No,No
894,50.0,62.102203922694635,5.996329932074037,151.3727691194096,170.3607844346795,Avanzado,Calmado,Trimix,No,Sí,No
895,100.0,58.597169047584714,19.729644496442766,180.63709444333756,103.27631471012887,Avanzado,Moderado,Trimix,Sí,No,No
896,150.0,80.31495352215748,23.787851429895774,133.919802461753,160.73960303399514,Principiante,Calmado,Aire,Sí,No,No
897,40.0,42.30465360896755,5.826684499442264,209.8261627292706,85.90938900782533,Avanzado,Agitado,Aire,Sí,Sí,No
898,80.0,88.07964399025406,19.732638728239117,202.93324051412839,169.88473881802474,Intermedio,Agitado,Trimix,Sí,Sí,No
899,200.0,72.6571487302049,18.297156105860477,151.7531447876737,145.07685475587473,Avanzado,Calmado,Nitrox,No,Sí,No
900,40.0,41.97041564029919,12.892199434007036,215.27975276012944,167.42267241383516,Intermedio,Agitado,Aire,Sí,Sí,No
901,100.0,74.17483102190928,3.3321705928523606,202.5200767415568,80.0188399556582,Avanzado,Moderado,Aire,No,Sí,No
902,80.0,61.790401390867004,3.7179716084306422,186.63068858350397,96.90810703559924,Avanzado,Moderado,Nitrox,Sí,Sí,Sí
903,100.0,72.43380573866668,21.605537161568897,132.17619111252748,118.9759387426492,Principiante,Calmado,Aire,No,Sí,No
904,60.0,76.06677008657033,24.77341257326488,167.82340230480722,117.95029033747186,Intermedio,Calmado,Aire,Sí,Sí,No
905,80.0,35.237410775380525,17.549201915295352,170.61075548467508,102.67303829235107,Avanzado,Calmado,Aire,No,Sí,No
906,60.0,60.36623738156082,12.257041061237393,143.25513583653802,118.16119398672001,Intermedio,Calmado,Aire,Sí,Sí,No
907,40.0,85.92086053541604,16.894193798243876,127.99653943593019,92.88487120002549,Intermedio,Agitado,Nitrox,Sí,Sí,Sí
908,40.0,49.23853152957086,15.671104762256542,197.67236304716926,121.27611292660261,Intermedio,Calmado,Nitrox,No,Sí,No
909,80.0,65.63298585347393,10.823081989329301,132.2035052124395,160.23543291592642,Principiante,Agitado,Nitrox,Sí,Sí,No
910,80.0,52.15382889059377,3.5094013252022975,179.42907505617748,127.90700631033512,Avanzado,Calmado,Aire,Sí,Sí,No
911,150.0,57.25607833314598,20.894797790371143,213.64491738836605,81.8000088945215,Intermedio,Moderado,Aire,Sí,No,No
912,100.0,62.91618707628919,10.552171172490665,207.61051925980425,122.14440415792474,Principiante,Moderado,Nitrox,Sí,Sí,No
913,150.0,62.93531879333864,20.832069797213155,147.77526237492611,82.71750160908442,Intermedio,Agitado,Nitrox,Sí,Sí,No
914,100.0,42.10382773981415,7.807701242832791,205.14486375512655,176.6243410706798,Intermedio,Calmado,Nitrox,Sí,Sí,No
915,150.0,71.07429287279,2.023678036449568,120.03325061204895,92.7453959422869,Principiante,Moderado,Aire,Sí,Sí,No
916,60.0,35.27208667455941,5.6555805153654,121.76878096132572,150.7688326330619,Intermedio,Moderado,Trimix,No,No,No
917,80.0,38.32948640652123,12.77640658567744,180.2553163842865,177.27763228920858,Intermedio,Calmado,Aire,Sí,No,No
918,40.0,30.16265396485978,23.718983604030086,156.47982191445294,162.60390516665717,Intermedio,Calmado,Nitrox,No,Sí,No
919,100.0,37.00176384850088,4.350453252955536,158.6460841159147,149.93153751262037,Avanzado,Moderado,Nitrox,No,Sí,No
920,100.0,58.38997206311353,21.646824812616018,176.44410906788823,163.9460909500767,Intermedio,Moderado,Nitrox,Sí,Sí,Sí
921,40.0,66.36611286335031,14.121554212872828,139.17824555918605,178.17986932606277,Avanzado,Moderado,Aire,Sí,Sí,Sí
922,150.0,77.65736699798774,20.99617761339762,141.17553506654784,142.13444972535297,Intermedio,Calmado,Nitrox,Sí,No,No
923,100.0,36.40195500680616,8.862611912769829,168.46015870188648,135.91848068293265,Intermedio,Moderado,Trimix,Sí,Sí,Sí
924,200.0,81.04364760098728,21.318784787466853,195.4253544343863,142.82381104632813,Avanzado,Moderado,Aire,No,Sí,No
925,60.0,74.7584715329231,19.774923940386504,181.94977514075876,133.2675886761555,Intermedio,Moderado,Aire,Sí,Sí,No
926,80.0,54.51109757615501,7.29123470972298,149.7355048236839,143.50891059097188,Avanzado,Agitado,Aire,Sí,Sí,No
927,40.0,85.97628402599727,5.020707907415695,163.03371775089212,124.98422079725592,Avanzado,Moderado,Trimix,Sí,Sí,Sí
928,80.0,89.45576858744343,21.965249418242735,137.06647585499985,101.84431828833071,Intermedio,Moderado,Aire,Sí,Sí,No
929,200.0,42.30010860319423,24.154443029123033,127.46298143370817,92.02472265116756,Avanzado,Calmado,Trimix,Sí,Sí,No
930,100.0,52.75371509782802,2.7199532161928737,198.26960407441493,86.83409355322604,Avanzado,Moderado,Nitrox,Sí,Sí,Sí
931,100.0,85.58696541538268,18.819211540394768,146.53874091881946,106.33157837532,Intermedio,Calmado,Trimix,No,Sí,No
932,200.0,73.29579304507664,22.919063751799822,137.77663878512482,84.61235643357338,Intermedio,Moderado,Trimix,Sí,No,No
933,40.0,32.88567863784526,21.71928211812747,189.16180555693194,136.71707799193857,Principiante,Moderado,Nitrox,Sí,Sí,Sí
934,60.0,76.89086890508489,24.183970862214796,181.8051674287186,108.38284470235203,Avanzado,Agitado,Aire,No,Sí,No
935,50.0,79.67645323064951,19.482163804076237,183.3189626013464,162.4534808087032,Avanzado,Calmado,Aire,Sí,Sí,No
936,40.0,75.03011548591881,12.172871534760937,142.88946048466136,87.42408729883864,Avanzado,Moderado,Aire,No,Sí,No
937,50.0,77.97222785517093,9.174895781388,143.2645538562681,102.63514943414859,Avanzado,Moderado,Trimix,No,Sí,No
938,200.0,79.50796060156783,9.377083030076932,142.08026297856392,153.0246147090146,Intermedio,Calmado,Aire,No,Sí,No
939,150.0,41.184299207288646,18.66172147012469,137.37525956622946,139.88082963834916,Principiante,Calmado,Aire,No,Sí,No
940,50.0,44.14150476389999,19.15425127671218,185.57236725616565,86.44912712491676,Avanzado,Calmado,Nitrox,Sí,No,No
941,60.0,68.02551382321064,6.6082603016203905,204.80158852494014,167.72394571622004,Intermedio,Calmado,Trimix,No,Sí,No
942,150.0,84.47196782775096,21.966824710282214,192.43174696766613,167.72617628261796,Avanzado,Calmado,Aire,Sí,Sí,No
943,50.0,48.97179493778968,18.443252924651695,199.20936337605434,113.04080038757738,Intermedio,Calmado,Aire,No,Sí,No
944,200.0,65.29840054770341,14.943256585897801,160.47984290851997,114.04058433495646,Intermedio,Calmado,Aire,No,Sí,No
945,150.0,70.97892380502795,12.845246582357792,185.4075795371998,178.90283583501738,Avanzado,Moderado,Trimix,No,Sí,No
946,200.0,57.116916077942356,14.494354533169037,155.42362404447744,142.61761715931382,Avanzado,Moderado,Nitrox,No,Sí,No
947,50.0,72.82694729131956,5.662651980423083,172.550462196864,133.1316520568059,Intermedio,Agitado,Aire,Sí,Sí,No
948,200.0,83.98004671753039,6.685128733354307,168.16348465348625,163.81521835519243,Avanzado,Moderado,Aire,No,Sí,No
949,60.0,67.44609265091026,4.096783279342409,137.68871451438542,108.52903383573164,Intermedio,Moderado,Aire,Sí,Sí,No
950,50.0,62.38686371487798,5.534134877705592,158.70787603356308,122.91825933963568,Avanzado,Agitado,Aire,No,Sí,No
951,50.0,56.324680523300344,12.4349535959215,216.3822275482351,106.77766754883342,Avanzado,Moderado,Trimix,Sí,No,No
952,50.0,64.64917625436755,14.198151055749891,144.8580257714942,158.91608465887316,Avanzado,Moderado,Trimix,Sí,Sí,Sí
953,40.0,51.321747109103754,2.4108235270013454,133.38037362794887,137.3349345635218,Avanzado,Moderado,Nitrox,Sí,Sí,Sí
954,40.0,53.48892661209011,20.326350040872633,161.85806216239354,145.88250701400705,Intermedio,Calmado,Trimix,Sí,Sí,Sí
955,40.0,61.91144878129044,8.76586338689999,199.03377358601483,105.23072498394066,Intermedio,Calmado,Aire,No,Sí,No
956,60.0,33.997146743449015,22.972228804077954,178.21482297799724,102.02253013773151,Avanzado,Moderado,Trimix,Sí,Sí,Sí
957,150.0,43.74152345548778,24.252759063116887,188.09748272382444,128.83746289829386,Intermedio,Moderado,Trimix,Sí,Sí,No
958,200.0,62.570958636804534,6.26555411756305,138.96948481746773,153.75657490928268,Avanzado,Calmado,Aire,Sí,Sí,No
959,100.0,55.891688588186554,12.628237687610195,181.89481930077216,132.523975752016,Principiante,Agitado,Trimix,No,Sí,No
960,50.0,49.96894715474906,2.0283322088277953,152.35003949114738,83.26456775456685,Avanzado,Moderado,Aire,Sí,Sí,No
961,200.0,73.8329482085581,15.76152709781582,203.43033659547675,166.85515063202888,Avanzado,Moderado,Aire,Sí,Sí,No
962,50.0,71.6230564442003,15.968048310041437,182.92988060107362,86.46868935151316,Avanzado,Agitado,Aire,Sí,No,No
963,60.0,40.00384559960299,7.693418978877629,139.88562777752958,175.58244837207522,Intermedio,Moderado,Nitrox,Sí,Sí,Sí
964,50.0,82.71774692240629,14.843491469413552,126.46166798440862,82.51419582772728,Avanzado,Agitado,Trimix,Sí,Sí,Sí
965,40.0,59.72541758423794,7.187423276205915,124.26332092870328,149.44504561307087,Intermedio,Moderado,Trimix,Sí,Sí,Sí
966,100.0,74.48765466834273,5.698985788798371,157.14085676501406,88.22070637117817,Principiante,Calmado,Nitrox,Sí,Sí,Sí
967,80.0,64.38905095544332,16.98494773645209,146.58511366543135,171.06765794351395,Avanzado,Moderado,Trimix,No,Sí,No
968,50.0,89.8615569554306,9.496285670897723,184.6090123462508,126.44332362255427,Avanzado,Moderado,Trimix,No,Sí,No
969,200.0,75.14418720232936,15.576070594369316,169.93338349786183,93.75237748170154,Avanzado,Moderado,Aire,Sí,Sí,No
970,40.0,72.41882767460754,11.96467522634808,146.60192780053808,114.08156997898466,Intermedio,Agitado,Nitrox,No,Sí,No
971,80.0,76.71431634304506,24.64008237026679,134.9237777950176,96.4824675346762,Intermedio,Moderado,Aire,Sí,Sí,No
972,100.0,38.58767913290818,5.440354781354013,132.71997626874497,97.058191155709,Principiante,Moderado,Nitrox,Sí,Sí,Sí
973,80.0,42.27267559016779,12.685767722623634,206.46603921404176,174.8108320171442,Intermedio,Agitado,Trimix,Sí,No,No
974,40.0,72.84384493341685,17.65050240626448,144.34779684048672,124.52461122847882,Intermedio,Moderado,Aire,Sí,Sí,Sí
975,150.0,59.63888922785176,11.09753692923928,185.17106479109685,158.88022639053594,Avanzado,Moderado,Trimix,Sí,No,No
976,150.0,75.278117511607,24.418096593025865,201.06859279862664,143.9605561177682,Intermedio,Agitado,Nitrox,Sí,Sí,No
977,80.0,36.1749618446487,18.603415442319506,181.4081311184736,147.64263623383923,Avanzado,Calmado,Nitrox,Sí,Sí,Sí
978,60.0,62.188881089075686,17.11062872398334,205.95652316469457,93.16934384720385,Avanzado,Moderado,Aire,No,No,No
979,200.0,52.729293933414944,19.412363155058138,159.23937215284747,103.41844468154856,Avanzado,Agitado,Aire,Sí,Sí,No
980,200.0,57.4200131569007,23.910918674890492,215.62221906489484,158.6750335154437,Avanzado,Moderado,Aire,Sí,No,No
981,80.0,66.23747232435075,22.879829018646724,133.31450041780968,177.0766206474783,Avanzado,Moderado,Aire,Sí,Sí,No
982,50.0,60.13730084775181,18.658562086907473,130.2149529657538,106.26756425986517,Intermedio,Moderado,Aire,Sí,Sí,No
983,50.0,62.391638226770205,19.23071769932951,185.86921462074434,107.15687647510399,Principiante,Moderado,Nitrox,Sí,No,No
984,200.0,59.18144891973647,5.356207702808345,214.28311414132617,127.28971328109048,Intermedio,Agitado,Aire,Sí,Sí,No
985,200.0,54.53731062512959,4.364225303331311,200.8883461636328,178.38403128554378,Intermedio,Calmado,Trimix,No,No,No
986,150.0,76.3129188358947,15.130803542415778,127.64168594380514,106.8958945826471,Avanzado,Calmado,Nitrox,Sí,No,No
987,60.0,30.73218433908267,2.42245564963242,147.93677139347164,120.69719096342638,Intermedio,Calmado,Nitrox,Sí,Sí,Sí
988,40.0,65.90656207231362,13.094196775686605,213.03188848378238,169.14800156235066,Avanzado,Moderado,Nitrox,Sí,Sí,No
989,50.0,63.93050083937843,6.838040338133978,145.30584328007845,80.2921032621362,Avanzado,Moderado,Nitrox,Sí,Sí,Sí
990,200.0,72.97074448397713,9.95838105583131,198.1170423786919,83.97659649885695,Principiante,Agitado,Trimix,Sí,Sí,No
991,150.0,65.9417618866396,19.84350892323799,202.51321959287037,140.4071677071219,Avanzado,Moderado,Aire,Sí,Sí,No
992,100.0,79.6079296685447,23.64846259734489,169.54521034609817,170.7380164712847,Intermedio,Moderado,Aire,Sí,Sí,No
993,150.0,87.54448767384167,3.6655742593658545,158.63489098483154,103.88566604019277,Intermedio,Calmado,Trimix,Sí,Sí,No
